basename;light_lighting;light_background;light_exposure;light_color;emotion;eyes_left;eyes_right;headwear;camera;blur;low_resolution;object;filename;const_left;const_right;genome;blink;sharpness;up_down;left_right;confidence;lndm_ok
bae536f9-4f64-42d5-8ecf-106cf02c1958.mp4.0003.jpg;0;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/bae536f9-4f64-42d5-8ecf-106cf02c1958.mp4.0003.jpg;0.24;0.25;european;3.9672778e-07;0.6875;0.093333334;-0.04;0.0;1
ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0010.jpg;1;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0010.jpg;0.23;0.19;asian;0.0004724107;0.75;0.07865169;-0.14606741;0.5562161;1
ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0004.jpg;1;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0004.jpg;0.23;0.21;asian;0.00083877944;0.75;0.12087912;-0.18681319;0.51852995;1
ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0002.jpg;1;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0002.jpg;0.21;0.2;african;0.0006806448;0.8125;0.10869565;-0.17391305;0.56234986;1
ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0029.jpg;0;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0029.jpg;0.29;0.29;asian;1.9994677e-05;1.0;0.17391305;-0.094736844;0.88311094;1
ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0022.jpg;0;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0022.jpg;0.31;0.29;african;3.363581e-05;0.875;0.13953489;-0.1627907;0.77684844;1
ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0007.jpg;0;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0007.jpg;0.29;0.23;asian;0.00031614865;1.0;0.2173913;-0.11578947;0.8391258;1
ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0028.jpg;0;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0028.jpg;0.19;0.2;asian;2.1863567e-05;0.6875;-0.21518987;0.03797468;0.0;1
ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0011.jpg;0;0;0;0;-1;-5;-5;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0011.jpg;0.12;0.15;african;1.0;0.5625;-0.20512821;-0.038961038;0.0;1
ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0007.jpg;0;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0007.jpg;0.29;0.25;african;4.254815e-07;0.625;-0.14666666;-0.013333334;0.0;1
b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0026.jpg;0;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0026.jpg;0.29;0.28;asian;6.770953e-05;0.875;0.2888889;-0.101123594;0.0;1
b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0007.jpg;0;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0007.jpg;0.27;0.26;african;5.426509e-05;0.9375;0.29896906;-0.072164945;0.6874573;1
b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0006.jpg;0;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0006.jpg;0.27;0.24;african;2.6310478e-05;1.0;0.30526316;-0.094736844;0.0;1
b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0031.jpg;1;0;0;0;-1;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0031.jpg;0.23;0.22;african;0.04380898;0.75;0.45714286;-0.014492754;0.017552886;1
b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0018.jpg;1;0;0;0;-1;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0018.jpg;0.19;0.21;african;0.028258158;0.875;0.15068494;-0.1388889;0.0;1
b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0012.jpg;1;0;0;0;-1;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0012.jpg;0.21;0.22;asian;0.012331807;0.6875;0.05882353;0.0;0.0;1
b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0019.jpg;0;1;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0019.jpg;0.22;0.18;african;2.5133213e-05;0.9375;0.09756097;-0.037037037;0.8976494;1
b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0009.jpg;0;1;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0009.jpg;0.27;0.29;african;0.00067450537;1.0;0.101123594;-0.07865169;0.76834106;1
b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0001.jpg;0;1;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0001.jpg;0.23;0.26;african;9.591941e-05;1.0;0.1724138;-0.045454547;0.0;1
b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0029.jpg;0;1;0;0;-1;0;0;0;1;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0029.jpg;0.22;0.22;asian;0.0067861574;0.875;0.16455697;0.15;0.0;1
b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0028.jpg;0;1;0;0;-1;0;0;0;1;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0028.jpg;0.21;0.22;asian;0.0048913807;0.8125;0.2;0.225;0.0;1
b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0013.jpg;0;1;0;0;-1;0;0;0;1;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0013.jpg;0.21;0.22;african;0.0007076005;0.8125;0.18987341;0.2820513;0.0;1
b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0031.jpg;0;1;0;0;2;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0031.jpg;0.29;0.27;african;9.487282e-05;1.0;0.21839081;-0.07865169;0.749731;1
b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0022.jpg;0;1;0;0;2;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0022.jpg;0.31;0.27;african;9.8749166e-05;0.8125;0.2;-0.06818182;0.65943944;1
b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0005.jpg;0;1;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0005.jpg;0.31;0.28;african;1.3426209e-05;0.75;0.16666667;-0.071428575;0.7284213;1
b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0038.jpg;2;1;0;0;2;-2;-2;2;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0038.jpg;0.11;0.12;african;0.9682671;0.5625;0.12643678;-0.11363637;0.0;1
b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0033.jpg;2;1;0;0;2;-2;-2;2;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0033.jpg;0.09;0.09;african;0.7562648;0.5;0.036144577;-0.15662651;0.0;1
b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0002.jpg;2;1;0;0;0;0;0;2;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0002.jpg;0.18;0.16;african;0.09057853;0.5625;0.07317073;-0.11111111;0.23809084;1
b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0037.jpg;2;0;0;0;0;-2;-2;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0037.jpg;0.21;0.21;asian;0.15147895;1.0;0.2173913;-0.17391305;0.516083;1
b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0009.jpg;2;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0009.jpg;0.22;0.25;asian;0.0015302446;1.0;0.09677419;0.04347826;0.5835381;1
b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0003.jpg;2;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0003.jpg;0.23;0.27;asian;0.0060970364;1.0;0.10638298;-0.031578947;0.5911615;1
b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0030.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0030.jpg;0.27;0.27;african;2.9531461e-06;0.875;0.10344828;-0.057471264;0.0;1
b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0007.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0007.jpg;0.26;0.27;african;8.428609e-06;0.9375;0.2826087;0.02173913;0.0;1
b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0004.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0004.jpg;0.26;0.26;african;3.652173e-06;0.875;0.29032257;-0.032258064;0.0;1
b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0010.jpg;0;-1;0;0;0;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0010.jpg;0.2;0.2;asian;0.011543712;1.0;0.04347826;0.06521739;0.8309338;1
b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0004.jpg;0;-1;0;0;0;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0004.jpg;0.23;0.2;asian;0.0076408433;1.0;0.14893617;0.031578947;0.80932146;1
b359f998-87d3-4dbe-99a2-07519120a814.mp4.0020.jpg;0;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b359f998-87d3-4dbe-99a2-07519120a814.mp4.0020.jpg;0.31;0.33;african;1.5346614e-06;0.9375;0.17948718;-0.15384616;0.0;1
b359f998-87d3-4dbe-99a2-07519120a814.mp4.0003.jpg;0;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b359f998-87d3-4dbe-99a2-07519120a814.mp4.0003.jpg;0.33;0.31;african;2.8914794e-06;0.9375;0.2631579;-0.21052632;0.0;1
b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0040.jpg;0;0;0;0;-1;2;2;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0040.jpg;0.3;0.3;african;9.656045e-07;0.625;0.0;0.046511628;0.0;1
b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0009.jpg;0;0;0;0;-1;2;2;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0009.jpg;0.31;0.32;african;5.1239675e-07;0.6875;0.10843374;0.012048192;0.0;1
b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0004.jpg;0;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0004.jpg;0.22;0.23;african;8.3494844e-05;0.75;-0.14285715;0.1827957;0.0;1
b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0005.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0005.jpg;0.32;0.29;european;8.805436e-05;0.3125;-0.060606062;-0.104477614;0.0;1
b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0004.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0004.jpg;0.31;0.29;european;5.975227e-05;0.4375;0.05263158;0.078947365;0.0;1
b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0001.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0001.jpg;0.31;0.29;european;0.0002013869;0.4375;0.25333333;0.013333334;0.0;1
b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0033.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0033.jpg;0.22;0.21;asian;0.0017178663;0.75;0.07692308;-0.13043478;0.43543988;1
b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0028.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0028.jpg;0.17;0.17;asian;0.027200602;0.5625;0.012345679;0.0;0.0;1
b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0020.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0020.jpg;0.18;0.18;asian;0.004832966;0.6875;-0.14666666;0.05263158;0.0;1
b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0018.jpg;0;0;0;3;-1;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0018.jpg;0.29;0.29;african;6.5482305e-07;0.8125;0.17073171;-0.033707865;0.0;1
b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0013.jpg;0;0;0;3;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0013.jpg;0.29;0.29;african;1.1249293e-06;0.75;0.26190478;0.02173913;0.0;1
b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0002.jpg;1;0;0;3;-1;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0002.jpg;0.31;0.33;african;6.908919e-07;0.9375;-0.023255814;-0.032967035;0.0;1
b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0023.jpg;1;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0023.jpg;0.29;0.31;african;0.00029808376;1.0;0.22727273;0.09090909;0.0;1
b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0014.jpg;1;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0014.jpg;0.29;0.29;african;0.0003061984;0.9375;0.16666667;-0.04761905;0.4298555;1
b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0004.jpg;1;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0004.jpg;0.31;0.27;african;0.00015323506;0.9375;0.10843374;-0.0952381;0.0;1
b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0020.jpg;0;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0020.jpg;0.31;0.31;african;2.5231628e-05;0.875;0.39759037;-0.036144577;0.0;1
b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0018.jpg;0;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0018.jpg;0.34;0.28;african;2.4488187e-05;0.8125;0.43209878;-0.024390243;0.33473966;1
b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0011.jpg;0;0;0;0;0;-2;-2;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0011.jpg;0.13;0.15;african;1.0;0.5625;0.43209878;-0.012345679;0.0;1
9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0037.jpg;2;0;0;0;0;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0037.jpg;0.29;0.29;african;5.614758e-05;0.8125;0.19101124;0.033707865;0.44924173;1
9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0007.jpg;2;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0007.jpg;0.29;0.31;african;0.00040542346;0.9375;0.24444444;0.18681319;0.0;1
9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0003.jpg;2;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0003.jpg;0.31;0.27;asian;0.00053549383;0.9375;0.3125;0.010526316;0.50659895;1
9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0026.jpg;0;0;0;0;3;0;0;0;0;6;1;0;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0026.jpg;0.29;0.29;african;2.5464342e-05;1.0;0.07692308;-0.19148937;0.0;1
9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0009.jpg;0;0;0;0;4;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0009.jpg;0.23;0.25;asian;0.07385986;0.875;-0.11392405;-0.16455697;0.0;1
9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0002.jpg;0;0;0;0;4;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0002.jpg;0.27;0.28;asian;0.00015623825;0.875;-0.05;-0.13580246;0.0;1
9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0020.jpg;0;0;0;0;-1;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0020.jpg;0.22;0.26;european;0.00075447466;0.875;0.11111111;0.33333334;0.0;1
9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0009.jpg;0;0;0;0;4;0;0;0;0;0;1;0;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0009.jpg;0.25;0.24;european;0.00017218612;0.9375;0.11111111;0.13333334;0.7810946;1
9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0005.jpg;0;0;0;0;2;0;0;0;0;0;1;0;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0005.jpg;0.27;0.28;european;0.00026476037;0.9375;0.044444446;0.08888889;0.7798181;1
9697b2d6-3fdd-4088-8a13-14704347983b.quicktime.0005.jpg;0;0;0;0;0;-5;-5;0;0;3;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9697b2d6-3fdd-4088-8a13-14704347983b.quicktime.0005.jpg;0.1;0.13;asian;1.0;0.875;0.010752688;0.11578947;0.0;1
